feature,chi2,p,n_target,n_reference,p_value,p_adjusted,significant
pallor,-16.188857539367316,5.733034391697256e-5,31,61,1,1,FALSE
sx,-16.21618436685667,5.6509275971672324e-5,55,90,1,1,FALSE
trig,-16.217501429617474,5.64700032772425e-5,357,398,1,1,FALSE
freet,-16.22141684621714,5.6353413858567514e-5,24,52,1,1,FALSE
thoracolumbar,-16.22885889755253,5.613247867064519e-5,21,48,1,1,FALSE
entresto,-16.233408934127745,5.5997829190190807e-5,39,71,1,1,FALSE
bring,-16.233414380350588,5.5997668214624596e-5,77,115,1,1,FALSE
informed,-16.245636130080552,5.5637596131918876e-5,153,196,1,1,FALSE
crusted,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
diligent,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
docetaxel,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
eugene,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
hydrocele,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
mart,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
navigator,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
nhl,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
postpone,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
synovitis,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
vim,-16.26342178304394,5.511775792843565e-5,1,16,1,1,FALSE
immediately,-16.269772557233125,5.4933323543115975e-5,97,137,1,1,FALSE
fibrosis,-16.280704877612333,5.461728782962805e-5,27,56,1,1,FALSE
shown,-16.280704877612333,5.461728782962805e-5,27,56,1,1,FALSE
accuneb,-16.31060519237754,5.3762225111553263e-5,5,24,1,1,FALSE
greenville,-16.31060519237754,5.3762225111553263e-5,5,24,1,1,FALSE
massage,-16.31060519237754,5.3762225111553263e-5,5,24,1,1,FALSE
oab,-16.31060519237754,5.3762225111553263e-5,5,24,1,1,FALSE
others,-16.327416280122836,5.32874015514162e-5,125,167,1,1,FALSE
ordering,-16.391152942474363,5.1525163631604975e-5,30,60,1,1,FALSE
episodes,-16.41584608717294,5.085828519324487e-5,269,313,1,1,FALSE
mr,-16.4590920115039,4.971119832619664e-5,484,520,1,1,FALSE
finger,-16.473814289252783,4.9326658538850765e-5,279,323,1,1,FALSE
sxs,-16.476375617429944,4.9260063795464326e-5,13,37,1,1,FALSE
antalgic,-16.48676836270114,4.8990777841040334e-5,11,34,1,1,FALSE
comp,-16.48676836270114,4.8990777841040334e-5,11,34,1,1,FALSE
pes,-16.48676836270114,4.8990777841040334e-5,11,34,1,1,FALSE
ranitidine,-16.516072723334318,4.823941778075991e-5,26,55,1,1,FALSE
abrasions,-16.529972692726016,4.7887086375486554e-5,20,47,1,1,FALSE
com,-16.529972692726016,4.7887086375486554e-5,20,47,1,1,FALSE
lt,-16.53899453010094,4.7659789920495577e-05,58,94,1,1,FALSE
thinks,-16.541190914714257,4.760461851938125e-5,81,120,1,1,FALSE
myrtle,-16.545846298158036,4.74878912647414e-5,15,40,1,1,FALSE
pets,-16.545846298158036,4.74878912647414e-5,15,40,1,1,FALSE
question,-16.561711125304548,4.709225986554433e-5,361,403,1,1,FALSE
acdf,-16.57298545979374,4.681312045373698e-5,6,26,1,1,FALSE
barry,-16.57298545979374,4.681312045373698e-5,6,26,1,1,FALSE
religious,-16.5751850049091,4.6758856516504466e-5,116,158,1,1,FALSE
dependence,-16.60293011925447,4.607977550252773e-5,46,80,1,1,FALSE
urge,-16.60293011925447,4.607977550252773e-5,46,80,1,1,FALSE
fibroids,-16.60697293396473,4.598165590219416e-5,9,31,1,1,FALSE
pregnancy,-16.60697293396473,4.598165590219416e-5,9,31,1,1,FALSE
coloration,-16.62240957543234,4.560893512783881e-5,41,74,1,1,FALSE
hematuria,-16.625183480354565,4.554228131170568e-5,477,514,1,1,FALSE
sclerae,-16.637491687972503,4.524770827274427e-5,114,156,1,1,FALSE
site,-16.75682571631298,4.248913854276726e-5,426,466,1,1,FALSE
endometrial,-16.764215478210968,4.232398182868469e-5,25,54,1,1,FALSE
fenofibrate,-16.76549615168249,4.229542523570551e-5,22,50,1,1,FALSE
maybe,-16.76549615168249,4.229542523570551e-5,22,50,1,1,FALSE
dyslipidemia,-16.78133319867424,4.194388576594932e-5,97,138,1,1,FALSE
right,-16.820312162297633,4.1091118436864527e-5,6460,5789,1,1,FALSE
aad,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
abcds,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
advisory,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
apgar,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
aura,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
berube,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
betahistine,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
carbs,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
craniocaudal,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
cyclosporin,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
daratumumab,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
dbrdmt,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
denlinger,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
drasti,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
emmad,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
fallopian,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
fibrovascular,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
flowertown,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
forster,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
gupta,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
han,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
hayley,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
houston,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
ipp,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
marcy,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
massey,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
maxalt,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
menarche,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
otology,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
personalized,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
ravinsky,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
rhytids,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
spina,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
storage,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
straub,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
thiers,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
uroflow,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
uui,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
veritor,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
wolff,-16.824387787071682,4.100296603926079e-5,0,14,1,1,FALSE
cloudy,-16.872409424405717,3.9978503165283286e-5,44,78,1,1,FALSE
june,-16.879236028666856,3.983497266113467e-5,107,149,1,1,FALSE
unless,-16.879236028666856,3.983497266113467e-5,107,149,1,1,FALSE
ralph,-16.884051102640548,3.9734046568096204e-5,7,28,1,1,FALSE
complexity,-16.911510701073162,3.916337431109085e-5,84,124,1,1,FALSE
silver,-16.932670545165617,3.872925158932006e-5,39,72,1,1,FALSE
subscore,-16.943503971694614,3.8508864875441695e-5,12,36,1,1,FALSE
testicular,-16.943503971694614,3.8508864875441695e-5,12,36,1,1,FALSE
constitution,-16.961357643075587,3.814841103066957e-5,14,39,1,1,FALSE
elective,-16.961357643075587,3.814841103066957e-5,14,39,1,1,FALSE
department,-16.98299723317162,3.771606527436244e-5,398,440,1,1,FALSE
dentition,-17.008136791257567,3.721997282613021e-5,48,83,1,1,FALSE
eversion,-17.021232182217528,3.696415802567632e-5,10,33,1,1,FALSE
fifth,-17.021232182217528,3.696415802567632e-5,10,33,1,1,FALSE
serous,-17.021232182217528,3.696415802567632e-5,10,33,1,1,FALSE
toujeo,-17.021232182217528,3.696415802567632e-5,10,33,1,1,FALSE
supply,-17.057762672737656,3.625984757360534e-5,59,96,1,1,FALSE
coordinator,-17.060676921745795,3.620424502837061e-5,27,57,1,1,FALSE
elected,-17.062305182107483,3.6173215889001575e-5,21,49,1,1,FALSE
hematochezia,-17.087515886833486,3.569618185716994e-5,34,66,1,1,FALSE
grammar,-17.144081508312162,3.464873524972045e-5,3,21,1,1,FALSE
psoriatic,-17.144081508312162,3.464873524972045e-5,3,21,1,1,FALSE
seven,-17.144081508312162,3.464873524972045e-5,3,21,1,1,FALSE
subsided,-17.144081508312162,3.464873524972045e-5,3,21,1,1,FALSE
trammell,-17.144081508312162,3.464873524972045e-5,3,21,1,1,FALSE
venom,-17.144081508312162,3.464873524972045e-5,3,21,1,1,FALSE
neural,-17.192781244995498,3.3771722405817606e-5,18,45,1,1,FALSE
ak,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
blice,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
brescia,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
channel,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
exists,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
grid,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
lamisil,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
morton,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
myringotomy,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
ovaries,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
radiotracer,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
rxd,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
tavana,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
vag,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
vroman,-17.197987170720648,3.367930112319062e-5,2,19,1,1,FALSE
amd,-17.223571673920063,3.3228778240856904e-5,4,23,1,1,FALSE
buy,-17.223571673920063,3.3228778240856904e-5,4,23,1,1,FALSE
coronaries,-17.223571673920063,3.3228778240856904e-5,4,23,1,1,FALSE
pronoun,-17.223571673920063,3.3228778240856904e-5,4,23,1,1,FALSE
tea,-17.223571673920063,3.3228778240856904e-5,4,23,1,1,FALSE
teacher,-17.223571673920063,3.3228778240856904e-5,4,23,1,1,FALSE
meetings,-17.26433595412971,3.2523431133024694e-5,110,153,1,1,FALSE
modification,-17.29274460314142,3.204079049856645e-5,51,87,1,1,FALSE
karthik,-17.30291368117116,3.1869780895865674e-5,23,52,1,1,FALSE
road,-17.30727708501077,3.179668468633601e-5,26,56,1,1,FALSE
motility,-17.377569825376792,3.06420851041711e-5,20,48,1,1,FALSE
might,-17.38388519035679,3.054043736494538e-5,62,100,1,1,FALSE
portion,-17.38388519035679,3.054043736494538e-5,62,100,1,1,FALSE
crystal,-17.396439154430787,3.0339382679822613e-5,5,25,1,1,FALSE
network,-17.396439154430787,3.0339382679822613e-5,5,25,1,1,FALSE
tibialis,-17.396439154430787,3.0339382679822613e-5,5,25,1,1,FALSE
just,-17.414610344002995,3.0050720512431184e-5,259,306,1,1,FALSE
rebound,-17.443530449243998,2.9596985253288466e-5,136,181,1,1,FALSE
happy,-17.447224229850352,2.953953056250569e-5,36,69,1,1,FALSE
bisphosphonate,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
delightful,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
drusen,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
emil,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
esgic,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
hucks,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
leuprolide,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
lichen,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
meniscectomy,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
sab,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
serologies,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
shortening,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
smears,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
subconjunctival,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
subglottic,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
wheat,-17.45198618300256,2.946562640493422e-5,1,17,1,1,FALSE
grammatical,-17.452724858222155,2.9454179034882344e-5,11,35,1,1,FALSE
lotrel,-17.452724858222155,2.9454179034882344e-5,11,35,1,1,FALSE
rarely,-17.452918590510713,2.9451177473882595e-5,15,41,1,1,FALSE
interventional,-17.55374198782116,2.793005963308559e-5,44,79,1,1,FALSE
unusual,-17.595793109779773,2.7319202622222427e-5,22,51,1,1,FALSE
ala,-17.609491068764456,2.7123131882023088e-5,9,32,1,1,FALSE
hopeless,-17.609491068764456,2.7123131882023088e-5,9,32,1,1,FALSE
incl,-17.609491068764456,2.7123131882023088e-5,9,32,1,1,FALSE
proceeding,-17.609491068764456,2.7123131882023088e-5,9,32,1,1,FALSE
tc,-17.609491068764456,2.7123131882023088e-5,9,32,1,1,FALSE
dapagliflozin,-17.637217623318154,2.6730574799072038e-5,6,27,1,1,FALSE
gerry,-17.637217623318154,2.6730574799072038e-5,6,27,1,1,FALSE
vasc,-17.64090592413588,2.667878727691253e-5,39,73,1,1,FALSE
problems,-17.64838445750624,2.6574090261854977e-5,1593,1540,1,1,FALSE
calf,-17.7035810645706,2.5814017357905783e-5,53,90,1,1,FALSE
afrin,-17.71296786300282,2.5686949139402948e-5,19,47,1,1,FALSE
spouse,-17.783046350295134,2.4757952498566382e-5,638,670,1,1,FALSE
errors,-17.78528194391563,2.4728878547986e-5,141,187,1,1,FALSE
sgot,-17.821929876913778,2.425713227482973e-5,97,140,1,1,FALSE
authorization,-17.827577872827085,2.4185237602947218e-5,34,67,1,1,FALSE
hepatology,-17.8410215447466,2.401497005499742e-5,24,54,1,1,FALSE
pill,-17.850573905273023,2.389471938291088e-5,27,58,1,1,FALSE
linaclotide,-17.898285782572326,2.3303091144177834e-5,12,37,1,1,FALSE
anti,-17.923120855434302,2.30009829513822e-5,95,138,1,1,FALSE
mtp,-17.92892952956526,2.2930892583872264e-5,7,29,1,1,FALSE
testicle,-17.92892952956526,2.2930892583872264e-5,7,29,1,1,FALSE
additional,-17.991281930177056,2.2191898258028253e-5,604,639,1,1,FALSE
adolescent,-18.00977816556561,2.197731933506475e-5,10,34,1,1,FALSE
se,-18.00977816556561,2.197731933506475e-5,10,34,1,1,FALSE
adenomatous,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
au,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
besylate,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
buchan,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
chandler,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
clarkson,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
cleva,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
deloris,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
edwin,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
eszopiclone,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
fibrocystic,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
frax,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
hutchinson,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
jacintha,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
keratotic,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
larrimore,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
liv,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
marcia,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
mastroianni,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
mcps,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
mlns,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
moultrie,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
npi,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
nst,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
pearson,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
phe,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
preauricular,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
raps,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
revlimid,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
rheumatologist,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
sievers,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
sofosbuvir,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
spur,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
steed,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
subacromial,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
theemergency,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
thyroglobulin,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
tolley,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
transcriptions,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
unrecognized,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
velpatasvir,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
version,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
vhit,-18.02613408450193,2.1789307950270675e-5,0,15,1,1,FALSE
beat,-18.07038679918703,2.1288683251241558e-5,18,46,1,1,FALSE
underwent,-18.12793730207445,2.0654866624281176e-5,228,277,1,1,FALSE
formulation,-18.13029974040594,2.062925753332223e-5,23,53,1,1,FALSE
hb,-18.13938281839145,2.0531092707942733e-5,67,107,1,1,FALSE
zone,-18.150243391663896,2.041433352151234e-5,29,61,1,1,FALSE
actually,-18.179273293538337,2.0105504623613157e-5,36,70,1,1,FALSE
anastomosis,-18.25982118400708,1.9272966998662433e-5,8,31,1,1,FALSE
frailty,-18.25982118400708,1.9272966998662433e-5,8,31,1,1,FALSE
intimate,-18.282458132536053,1.904528947582751e-5,123,169,1,1,FALSE
citracal,-18.285322403602336,1.9016674486116436e-5,3,22,1,1,FALSE
dtap,-18.285322403602336,1.9016674486116436e-5,3,22,1,1,FALSE
endocrinologist,-18.285322403602336,1.9016674486116436e-5,3,22,1,1,FALSE
enlarging,-18.285322403602336,1.9016674486116436e-5,3,22,1,1,FALSE
pringle,-18.285322403602336,1.9016674486116436e-5,3,22,1,1,FALSE
publix,-18.285322403602336,1.9016674486116436e-5,3,22,1,1,FALSE
dp,-18.323701079913032,1.8637399490040174e-5,65,105,1,1,FALSE
forefoot,-18.33994840462006,1.8479134356597093e-5,4,24,1,1,FALSE
liothyronine,-18.33994840462006,1.8479134356597093e-5,4,24,1,1,FALSE
myalgia,-18.33994840462006,1.8479134356597093e-5,4,24,1,1,FALSE
cardiologist,-18.35066469719671,1.8375486572796973e-5,79,121,1,1,FALSE
trulicity,-18.35548020187899,1.8329101466374453e-5,13,39,1,1,FALSE
msg,-18.364810138473786,1.823956575763841e-5,2,20,1,1,FALSE
practices,-18.364810138473786,1.823956575763841e-5,2,20,1,1,FALSE
paraspinal,-18.370331169416136,1.8186789662810732e-5,15,42,1,1,FALSE
free,-18.405466796333556,1.7854500307667998e-5,508,550,1,1,FALSE
zyrtec,-18.423571509248575,1.7685665826938646e-5,78,120,1,1,FALSE
cha,-18.428715802771908,1.7637986242879933e-5,11,36,1,1,FALSE
welcome,-18.428715802771908,1.7637986242879933e-5,11,36,1,1,FALSE
dorsalis,-18.43613008922201,1.7569494423330667e-5,22,52,1,1,FALSE
supraventricular,-18.43613008922201,1.7569494423330667e-5,22,52,1,1,FALSE
d,-18.45245151686112,1.741965996004957e-5,2219,2104,1,1,FALSE
aminotransferase,-18.476166905079783,1.7204231630874034e-5,70,111,1,1,FALSE
59,-18.483800206770397,1.7135462338502272e-5,244,294,1,1,FALSE
dysphoric,-18.489752123325363,1.7082032476967157e-5,5,26,1,1,FALSE
thecal,-18.489752123325363,1.7082032476967157e-5,5,26,1,1,FALSE
labored,-18.498311913020764,1.700548520788825e-5,77,119,1,1,FALSE
stool,-18.52476626439785,1.6771084015654303e-5,275,325,1,1,FALSE
epa,-18.58541023449562,1.6245915677282063e-5,19,48,1,1,FALSE
equivalent,-18.58541023449562,1.6245915677282063e-5,19,48,1,1,FALSE
lifting,-18.58541023449562,1.6245915677282063e-5,19,48,1,1,FALSE
spirometry,-18.58541023449562,1.6245915677282063e-5,19,48,1,1,FALSE
ant,-18.62149709438337,1.5941280317788298e-5,9,33,1,1,FALSE
lymphedema,-18.62149709438337,1.5941280317788298e-5,9,33,1,1,FALSE
monoclonal,-18.62149709438337,1.5941280317788298e-5,9,33,1,1,FALSE
dre,-18.641938796827567,1.577126946683549e-5,1,18,1,1,FALSE
dyspareunia,-18.641938796827567,1.577126946683549e-5,1,18,1,1,FALSE
gravida,-18.641938796827567,1.577126946683549e-5,1,18,1,1,FALSE
hairy,-18.641938796827567,1.577126946683549e-5,1,18,1,1,FALSE
nonhdlchol,-18.641938796827567,1.577126946683549e-5,1,18,1,1,FALSE
reception,-18.641938796827567,1.577126946683549e-5,1,18,1,1,FALSE
dept,-18.695182713488958,1.533694680466713e-5,30,63,1,1,FALSE
beverages,-18.709539665588384,1.522190412062141e-5,6,28,1,1,FALSE
foramen,-18.709539665588384,1.522190412062141e-5,6,28,1,1,FALSE
lilly,-18.709539665588384,1.522190412062141e-5,6,28,1,1,FALSE
meperidine,-18.709539665588384,1.522190412062141e-5,6,28,1,1,FALSE
nonsmoker,-18.709539665588384,1.522190412062141e-5,6,28,1,1,FALSE
reevaluation,-18.709539665588384,1.522190412062141e-5,6,28,1,1,FALSE
citrate,-18.72519506918053,1.5097444490241863e-5,37,72,1,1,FALSE
microscopic,-18.744955080665534,1.4941811504853852e-5,90,134,1,1,FALSE
hemostasis,-18.759891935940544,1.4825236716142776e-5,21,51,1,1,FALSE
prediabetes,-18.822404581674697,1.4347184872032237e-5,14,41,1,1,FALSE
hormone,-18.84152073089792,1.420411249397624e-5,66,107,1,1,FALSE
decrease,-18.849649218168004,1.4143710880931692e-5,181,231,1,1,FALSE
glimepiride,-18.860095720170108,1.406646307144932e-5,16,44,1,1,FALSE
pvd,-18.920102588989753,1.3630871817382761e-5,36,71,1,1,FALSE
fos,-18.93778044499442,1.3505150001980049e-5,29,62,1,1,FALSE
ui,-18.93778044499442,1.3505150001980049e-5,29,62,1,1,FALSE
facet,-18.941389454935063,1.347962684661308e-5,44,81,1,1,FALSE
across,-18.942943113042155,1.3468654195603058e-5,59,99,1,1,FALSE
anorexia,-18.95796677321768,1.3363011827305371e-5,18,47,1,1,FALSE
calcaneal,-18.982288129970588,1.3193751614126725e-5,7,30,1,1,FALSE
resected,-18.982288129970588,1.3193751614126725e-5,7,30,1,1,FALSE
tramadol,-18.98397253401084,1.3182109333431669e-5,210,261,1,1,FALSE
wayne,-19.007800566370385,1.3018515484630733e-5,10,35,1,1,FALSE
ll,-19.02506689960166,1.290124707631346e-5,48,86,1,1,FALSE
eat,-19.07457079455959,1.2570876964823618e-5,115,162,1,1,FALSE
sgpt,-19.113498647970008,1.231706485471662e-5,93,138,1,1,FALSE
enter,-19.123080393621816,1.2255384504888944e-5,35,70,1,1,FALSE
